"Date","Price","Open","High","Low","Vol.","Change %"
"03/29/2023","9,455.81","9,457.16","9,507.17","9,450.93","","-0.01%"
"03/28/2023","9,457.16","9,422.54","9,457.16","9,420.91","","0.37%"
"03/27/2023","9,422.54","9,502.51","9,508.43","9,409.03","","-0.84%"
"03/24/2023","9,502.51","9,550.20","9,554.88","9,494.36","","-0.50%"
"03/23/2023","9,550.20","9,604.11","9,604.11","9,527.19","","-0.56%"
"03/22/2023","9,604.11","9,544.55","9,604.11","9,528.48","","0.62%"
"03/21/2023","9,544.55","9,545.34","9,585.90","9,502.95","","-0.01%"
"03/20/2023","9,545.34","9,650.10","9,650.10","9,476.44","","-1.09%"
"03/17/2023","9,650.10","9,441.88","9,650.10","9,441.88","","2.21%"
"03/16/2023","9,441.88","9,525.23","9,533.33","9,422.42","","-0.88%"
"03/15/2023","9,525.23","9,587.31","9,647.72","9,525.23","","-0.65%"
"03/14/2023","9,587.31","9,757.84","9,757.98","9,576.26","","-1.75%"
"03/13/2023","9,757.84","9,827.79","9,827.79","9,748.02","","-0.71%"
"03/10/2023","9,827.79","9,860.18","9,860.18","9,778.88","","-0.33%"
"03/09/2023","9,860.18","9,944.09","9,944.09","9,848.43","","-0.84%"
"03/08/2023","9,944.09","9,947.85","9,949.32","9,873.83","","-0.04%"
"03/07/2023","9,947.85","9,996.73","10,084.68","9,947.50","","-0.49%"
"03/06/2023","9,996.73","9,906.71","10,013.70","9,906.71","","0.91%"
"03/03/2023","9,906.71","9,868.13","9,906.71","9,845.52","","0.39%"
"03/02/2023","9,868.13","9,853.93","9,886.88","9,842.45","","0.14%"
"03/01/2023","9,853.93","9,844.81","9,867.21","9,837.02","","0.09%"
"02/28/2023","9,844.81","9,833.30","9,872.79","9,812.61","","0.12%"
"02/27/2023","9,833.30","9,858.87","9,877.50","9,833.30","","-0.26%"
"02/24/2023","9,858.87","9,844.49","9,889.25","9,808.72","","0.15%"
"02/23/2023","9,844.49","9,887.91","9,918.72","9,807.75","","-0.44%"
"02/22/2023","9,887.91","9,948.84","9,948.84","9,887.91","","-0.61%"
"02/21/2023","9,948.84","9,975.87","9,997.40","9,921.66","","-0.27%"
"02/20/2023","9,975.87","9,977.24","10,012.14","9,971.27","","-0.01%"
"02/17/2023","9,977.24","9,962.74","9,984.85","9,933.72","","0.15%"
"02/16/2023","9,962.74","9,990.10","9,993.34","9,962.40","","-0.27%"
"02/15/2023","9,990.10","10,020.37","10,020.37","9,949.05","","-0.30%"
"02/14/2023","10,020.37","10,010.22","10,020.37","9,962.43","","0.10%"
"02/13/2023","10,010.22","10,023.05","10,023.05","9,921.31","","-0.13%"
"02/10/2023","10,023.05","10,010.64","10,023.05","9,935.43","","0.12%"
"02/09/2023","10,010.64","10,007.57","10,010.64","9,890.96","","0.03%"
"02/08/2023","10,007.57","10,003.14","10,029.29","9,993.91","","0.04%"
"02/07/2023","10,003.14","10,001.55","10,021.18","9,972.47","","0.02%"
"02/06/2023","10,001.55","9,931.09","10,001.55","9,904.61","","0.71%"
"02/03/2023","9,931.09","9,858.42","9,931.09","9,818.32","","0.74%"
"02/02/2023","9,858.42","9,844.40","9,858.42","9,801.50","","0.14%"
"02/01/2023","9,844.40","9,811.56","9,889.14","9,792.67","","0.33%"
"01/31/2023","9,811.56","9,802.02","9,812.86","9,705.38","","0.10%"
"01/30/2023","9,802.02","9,737.59","9,802.02","9,407.56","","0.66%"
"01/27/2023","9,737.59","10,000.33","10,007.69","9,728.79","","-2.63%"
"01/26/2023","10,000.33","10,176.69","10,179.04","9,987.30","","-1.73%"
"01/25/2023","10,176.69","10,222.04","10,249.59","10,149.67","","-0.44%"
"01/24/2023","10,222.04","10,158.86","10,222.04","10,149.73","","0.62%"
"01/23/2023","10,158.86","10,186.71","10,191.43","10,134.04","","-0.27%"
"01/20/2023","10,186.71","10,191.61","10,213.91","10,162.29","","-0.05%"
"01/19/2023","10,191.61","10,240.67","10,240.67","10,186.62","","-0.48%"
"01/18/2023","10,240.67","10,273.21","10,277.40","10,217.51","","-0.32%"
"01/17/2023","10,273.21","10,263.97","10,289.41","10,220.46","","0.09%"
"01/16/2023","10,263.97","10,210.55","10,263.97","10,200.86","","0.53%"
"01/13/2023","10,210.26","10,152.99","10,228.52","10,140.36","","0.56%"
"01/12/2023","10,152.99","10,141.24","10,179.53","10,106.84","","0.12%"
"01/11/2023","10,141.24","10,209.69","10,245.96","10,141.24","","-0.67%"
"01/10/2023","10,209.69","10,170.37","10,209.69","10,129.43","","0.39%"
"01/09/2023","10,170.37","10,197.78","10,206.69","10,101.66","","-0.27%"
"01/06/2023","10,197.78","10,253.28","10,257.39","10,175.46","","-0.54%"
"01/05/2023","10,253.28","10,279.29","10,315.72","10,185.82","","-0.25%"
"01/04/2023","10,279.29","10,287.82","10,313.42","10,276.76","","-0.08%"
"01/03/2023","10,287.82","10,252.72","10,295.76","10,252.72","","0.34%"
"01/02/2023","10,252.72","10,211.09","10,261.84","10,211.09","","0.41%"
"12/30/2022","10,211.09","10,266.97","10,293.61","10,211.09","","-0.54%"
"12/29/2022","10,266.97","10,293.07","10,293.54","10,262.42","","-0.25%"
"12/28/2022","10,293.07","10,255.80","10,293.07","10,235.45","","0.36%"
"12/27/2022","10,255.80","10,252.53","10,274.22","10,239.35","","0.03%"
"12/26/2022","10,252.53","10,306.28","10,306.28","10,241.36","","-0.52%"
"12/23/2022","10,306.28","10,312.99","10,312.99","10,240.10","","-0.07%"
"12/22/2022","10,312.99","10,339.59","10,360.99","10,302.67","","-0.26%"
"12/21/2022","10,339.59","10,343.07","10,364.85","10,324.81","","-0.03%"
"12/20/2022","10,343.07","10,358.40","10,360.75","10,304.09","","-0.15%"
"12/19/2022","10,358.40","10,327.57","10,358.40","10,274.39","","0.30%"
"12/16/2022","10,327.57","10,168.33","10,327.57","10,153.58","","1.57%"
"12/15/2022","10,168.33","10,056.29","10,168.33","10,040.77","","1.11%"
"12/14/2022","10,056.29","10,049.74","10,093.82","10,024.86","","0.07%"
"12/13/2022","10,049.74","10,155.09","10,177.40","10,018.40","","-1.04%"
"12/12/2022","10,155.09","10,251.53","10,258.54","10,107.53","","-0.94%"
"12/09/2022","10,251.53","10,273.70","10,298.83","10,222.40","","-0.22%"
"12/08/2022","10,273.70","10,336.34","10,336.54","10,250.56","","-0.61%"
"12/07/2022","10,336.34","10,407.95","10,430.77","10,311.51","","-0.69%"
"12/06/2022","10,407.95","10,465.33","10,465.33","10,407.95","","-0.55%"
"12/05/2022","10,465.33","10,552.37","10,552.37","10,437.47","","-0.82%"
"11/30/2022","10,552.37","10,392.30","10,552.37","10,327.94","","1.54%"
"11/29/2022","10,392.30","10,406.34","10,441.39","10,347.06","","-0.13%"
"11/28/2022","10,406.34","10,528.49","10,535.39","10,406.34","","-1.16%"
"11/25/2022","10,528.49","10,534.66","10,534.66","10,492.36","","-0.06%"
"11/24/2022","10,534.66","10,528.73","10,534.66","10,494.84","","0.06%"
"11/23/2022","10,528.73","10,392.58","10,528.73","10,366.28","","1.31%"
"11/22/2022","10,392.58","10,399.28","10,400.20","10,355.23","","-0.06%"
"11/21/2022","10,399.28","10,466.15","10,466.15","10,364.65","","-0.64%"
"11/18/2022","10,466.15","10,424.93","10,466.15","10,395.08","","0.40%"
"11/17/2022","10,424.93","10,482.28","10,489.56","10,421.21","","-0.55%"
"11/16/2022","10,482.28","10,527.71","10,536.72","10,458.89","","-0.43%"
"11/15/2022","10,527.71","10,620.26","10,623.75","10,513.08","","-0.87%"
"11/14/2022","10,620.26","10,629.75","10,671.32","10,558.77","","-0.09%"
"11/11/2022","10,629.75","10,619.43","10,667.95","10,576.70","","0.10%"
"11/10/2022","10,619.43","10,618.07","10,629.01","10,583.28","","0.01%"
"11/09/2022","10,618.07","10,600.02","10,661.64","10,580.58","","0.17%"
"11/08/2022","10,600.02","10,606.70","10,649.91","10,552.98","","-0.06%"
"11/07/2022","10,606.70","10,482.34","10,606.70","10,460.77","","1.19%"
"11/04/2022","10,482.34","10,381.68","10,482.34","10,345.43","","0.97%"
"11/03/2022","10,381.68","10,433.23","10,459.84","10,355.86","","-0.49%"
"11/02/2022","10,433.23","10,416.06","10,433.23","10,366.13","","0.16%"
"11/01/2022","10,416.06","10,412.25","10,432.65","10,354.49","","0.04%"
"10/31/2022","10,412.25","10,286.89","10,412.25","10,267.99","","1.22%"
"10/28/2022","10,286.89","10,296.26","10,312.23","10,265.35","","-0.09%"
"10/27/2022","10,296.26","10,088.37","10,296.26","10,088.37","","2.06%"
"10/26/2022","10,088.37","10,060.00","10,099.62","10,045.81","","0.28%"
"10/25/2022","10,060.00","10,067.94","10,103.32","10,042.10","","-0.08%"
"10/24/2022","10,067.94","10,113.84","10,117.77","10,040.39","","-0.45%"
"10/21/2022","10,113.84","10,130.45","10,136.20","10,098.62","","-0.16%"
"10/20/2022","10,130.45","10,066.90","10,130.45","10,043.82","","0.63%"
"10/19/2022","10,066.90","10,084.40","10,100.60","10,048.93","","-0.17%"
"10/18/2022","10,084.40","9,742.31","10,084.40","9,742.31","","3.51%"
"10/17/2022","9,742.31","9,776.05","9,790.79","9,735.48","","-0.35%"
"10/14/2022","9,776.05","9,696.90","9,807.59","9,696.90","","0.82%"
"10/13/2022","9,696.90","9,733.50","9,749.10","9,696.90","","-0.38%"
"10/12/2022","9,733.50","9,754.17","9,776.10","9,716.46","","-0.21%"
"10/11/2022","9,754.17","9,830.84","9,851.69","9,754.17","","-0.78%"
"10/10/2022","9,830.84","9,905.37","9,905.37","9,830.84","","-0.75%"
"10/07/2022","9,905.37","9,891.98","9,937.40","9,891.98","","0.14%"
"10/06/2022","9,891.98","9,896.84","9,940.27","9,890.27","","-0.05%"
"10/05/2022","9,896.84","9,909.08","9,971.35","9,896.84","","-0.12%"
"10/04/2022","9,909.08","9,763.67","9,923.34","9,763.67","","1.49%"
"10/03/2022","9,763.67","9,750.82","9,763.67","9,695.86","","0.13%"
"09/30/2022","9,750.82","9,816.22","9,829.55","9,750.82","","-0.67%"
"09/29/2022","9,816.22","9,776.45","9,836.27","9,758.39","","0.41%"
"09/28/2022","9,776.45","9,733.43","9,832.29","9,724.81","","0.44%"
"09/27/2022","9,733.43","9,801.15","9,859.58","9,733.43","","-0.69%"
"09/26/2022","9,801.15","10,025.68","10,025.68","9,801.15","","-2.24%"
"09/23/2022","10,025.68","10,093.63","10,124.50","10,025.68","","-0.67%"
"09/22/2022","10,093.63","10,093.97","10,120.46","10,071.07","","0.00%"
"09/21/2022","10,093.97","10,135.47","10,174.26","10,093.97","","-0.41%"
"09/20/2022","10,135.47","10,095.65","10,174.62","10,085.65","","0.39%"
"09/19/2022","10,095.65","10,201.58","10,277.90","10,094.24","","-1.04%"
"09/16/2022","10,201.58","10,019.20","10,201.58","9,993.96","","1.82%"
"09/15/2022","10,019.20","9,968.75","10,065.08","9,968.75","","0.51%"
"09/14/2022","9,968.75","9,986.06","10,003.72","9,884.66","","-0.17%"
"09/13/2022","9,986.06","9,930.24","9,999.81","9,922.63","","0.56%"
"09/12/2022","9,930.24","9,795.86","9,945.42","9,795.11","","1.37%"
"09/09/2022","9,795.86","9,785.83","9,823.74","9,785.83","","0.10%"
"09/08/2022","9,785.83","9,717.38","9,864.04","9,717.38","","0.70%"
"09/07/2022","9,717.38","9,662.65","9,743.38","9,624.01","","0.57%"
"09/06/2022","9,662.65","9,686.81","9,746.91","9,662.65","","-0.25%"
"09/05/2022","9,686.81","9,754.51","9,755.94","9,681.18","","-0.69%"
"09/02/2022","9,754.51","9,719.57","9,778.85","9,719.02","","0.36%"
"09/01/2022","9,719.57","9,874.51","9,927.73","9,719.57","","-1.57%"
"08/31/2022","9,874.51","9,962.93","9,984.83","9,874.51","","-0.89%"
"08/30/2022","9,962.93","9,964.01","10,006.65","9,962.93","","-0.01%"
"08/29/2022","9,964.01","10,078.87","10,078.87","9,964.01","","-1.14%"
"08/26/2022","10,078.87","10,021.74","10,078.87","10,012.33","","0.57%"
"08/25/2022","10,021.74","10,002.05","10,031.82","9,996.36","","0.20%"
"08/24/2022","10,002.05","10,019.05","10,041.99","9,998.97","","-0.17%"
"08/23/2022","10,019.05","10,040.58","10,061.28","10,002.58","","-0.21%"
"08/22/2022","10,040.58","10,083.09","10,091.93","10,033.99","","-0.42%"
"08/19/2022","10,083.09","10,097.29","10,124.17","10,083.09","","-0.14%"
"08/18/2022","10,097.29","10,251.65","10,261.13","10,097.29","","-1.51%"
"08/17/2022","10,251.65","10,183.10","10,255.84","10,169.77","","0.67%"
"08/16/2022","10,183.10","10,199.81","10,209.51","10,169.32","","-0.16%"
"08/15/2022","10,199.81","10,245.78","10,251.45","10,164.39","","-0.45%"
"08/12/2022","10,245.78","10,298.57","10,308.71","10,201.97","","-0.51%"
"08/11/2022","10,298.57","10,198.29","10,298.57","10,171.38","","0.98%"
"08/10/2022","10,198.29","10,119.91","10,205.45","10,091.93","","0.71%"
"08/09/2022","10,126.33","10,103.32","10,131.66","10,028.69","","0.23%"
"08/08/2022","10,103.32","9,916.27","10,103.32","9,909.39","","1.89%"
"08/05/2022","9,916.27","9,818.15","9,916.27","9,818.15","","1.00%"
"08/04/2022","9,818.15","9,846.09","9,901.06","9,806.51","","-0.28%"
"08/03/2022","9,846.09","9,894.84","9,949.18","9,831.84","","-0.49%"
"08/02/2022","9,894.84","9,777.56","9,902.39","9,775.97","","1.20%"
"08/01/2022","9,777.56","9,697.02","9,777.56","9,678.29","","1.18%"
"07/29/2022","9,663.47","9,564.26","9,663.47","9,563.27","","1.04%"
"07/28/2022","9,564.26","9,575.21","9,622.95","9,541.78","","-0.11%"
"07/27/2022","9,575.21","9,550.14","9,575.21","9,517.45","","0.26%"
"07/26/2022","9,550.14","9,589.27","9,604.23","9,520.67","","-0.41%"
"07/25/2022","9,589.27","9,662.23","9,678.49","9,589.27","","-0.76%"
"07/22/2022","9,662.23","9,597.68","9,698.73","9,571.65","","0.67%"
"07/21/2022","9,597.68","9,398.77","9,597.68","9,398.77","","2.12%"
"07/20/2022","9,398.77","9,282.20","9,398.77","9,282.20","","0.98%"
"07/19/2022","9,307.61","9,259.80","9,307.61","9,228.62","","0.52%"
"07/18/2022","9,259.80","9,249.97","9,280.65","9,242.46","","0.11%"
"07/15/2022","9,249.97","9,243.95","9,249.97","9,178.12","","0.07%"
"07/14/2022","9,243.95","9,160.72","9,243.95","9,155.96","","0.91%"
"07/13/2022","9,160.72","9,231.79","9,284.76","9,160.72","","-0.77%"
"07/12/2022","9,231.79","9,222.93","9,289.71","9,213.34","","0.10%"
"07/07/2022","9,222.93","9,251.11","9,300.56","9,222.93","","-0.30%"
"07/06/2022","9,251.11","9,270.41","9,295.78","9,229.04","","-0.21%"
"07/05/2022","9,270.49","9,304.86","9,350.62","9,243.67","","-0.37%"
"07/04/2022","9,304.86","9,344.62","9,387.13","9,257.41","","-0.43%"
"07/01/2022","9,344.62","9,374.70","9,402.34","9,316.61","","-0.32%"
"06/30/2022","9,374.70","9,408.02","9,511.01","9,354.44","","-0.35%"
"06/29/2022","9,408.02","9,442.91","9,597.37","9,408.02","","-0.37%"
"06/28/2022","9,442.91","9,267.64","9,442.91","9,267.64","","1.89%"
"06/27/2022","9,267.64","9,238.34","9,319.38","9,238.34","","0.32%"
"06/24/2022","9,238.34","9,244.48","9,289.04","9,219.00","","-0.07%"
"06/23/2022","9,244.48","9,301.87","9,310.52","9,227.81","","-0.62%"
"06/22/2022","9,301.87","9,469.98","9,476.88","9,301.87","","-1.78%"
"06/21/2022","9,469.98","9,354.32","9,469.98","9,354.32","","1.24%"
"06/20/2022","9,354.32","9,456.62","9,456.62","9,322.72","","-1.08%"
"06/17/2022","9,456.62","9,504.72","9,513.91","9,456.62","","-0.51%"
"06/16/2022","9,504.72","9,584.33","9,630.16","9,504.72","","-0.83%"
"06/15/2022","9,584.33","9,547.14","9,584.33","9,505.40","","0.39%"
"06/14/2022","9,547.14","9,459.03","9,549.00","9,408.98","","0.93%"
"06/13/2022","9,459.03","9,628.40","9,628.40","9,447.40","","-1.76%"
"06/10/2022","9,628.40","9,644.26","9,651.58","9,600.08","","-0.16%"
"06/09/2022","9,644.26","9,709.95","9,745.62","9,635.38","","-0.68%"
"06/08/2022","9,709.95","9,740.17","9,793.39","9,703.39","","-0.31%"
"06/07/2022","9,740.17","9,768.98","9,801.33","9,740.17","","-0.29%"
"06/06/2022","9,768.98","9,836.53","9,836.53","9,750.25","","-0.69%"
"06/03/2022","9,836.53","9,855.04","9,891.77","9,777.80","","-0.19%"
"06/02/2022","9,855.04","9,895.44","9,918.66","9,829.36","","-0.41%"
"06/01/2022","9,895.44","10,054.87","10,061.90","9,895.44","","-1.59%"
"05/31/2022","10,054.87","9,907.59","10,054.87","9,907.59","","1.49%"
"05/30/2022","9,907.59","9,688.99","9,954.92","9,688.99","","2.26%"
"05/27/2022","9,688.99","9,543.87","9,712.75","9,543.87","","1.52%"
"05/26/2022","9,543.87","9,559.27","9,700.83","9,543.87","","-0.16%"
"05/25/2022","9,559.27","9,472.28","9,569.99","9,413.96","","0.92%"
"05/24/2022","9,472.28","9,717.12","9,759.74","9,420.00","","-2.52%"
"05/23/2022","9,717.12","9,934.39","10,011.98","9,714.76","","-2.19%"
"05/20/2022","9,934.39","9,846.11","10,074.13","9,846.11","","0.90%"
"05/19/2022","9,846.11","9,907.77","10,085.51","9,688.56","","-0.62%"
"05/18/2022","9,907.77","9,770.40","10,022.78","9,770.40","","1.41%"
"05/17/2022","9,770.40","9,493.42","9,812.11","9,493.42","","2.92%"
"05/16/2022","9,493.42","9,493.42","9,493.42","9,493.42","","0.00%"
"05/13/2022","9,493.42","9,222.99","9,580.73","9,222.99","","2.93%"
"05/12/2022","9,222.99","9,794.56","9,827.24","9,220.86","","-5.84%"
"05/11/2022","9,794.56","9,915.46","10,065.67","9,794.56","","-1.22%"
"05/10/2022","9,915.46","10,004.21","10,076.98","9,915.46","","-0.89%"
"05/09/2022","10,004.21","10,073.03","10,099.85","9,972.03","","-0.68%"
"05/06/2022","10,073.03","10,079.85","10,121.57","10,028.69","","-0.06%"
"05/05/2022","10,079.21","10,080.87","10,161.09","10,074.39","","-0.02%"
"04/29/2022","10,081.35","10,104.73","10,166.71","10,070.79","","-0.23%"
"04/28/2022","10,104.89","10,025.25","10,147.78","10,024.56","","0.79%"
"04/27/2022","10,025.25","10,041.27","10,096.22","10,025.25","","-0.16%"
"04/26/2022","10,041.27","10,042.96","10,141.95","10,041.12","","-0.02%"
"04/25/2022","10,042.96","10,131.68","10,136.71","10,042.96","","-0.88%"
"04/22/2022","10,131.68","10,107.12","10,137.94","10,078.90","","0.24%"
"04/21/2022","10,107.12","9,988.13","10,157.89","9,988.13","","1.19%"
"04/20/2022","9,988.13","9,903.53","10,020.53","9,883.89","","0.85%"
"04/19/2022","9,903.59","9,941.22","9,985.31","9,903.59","","-0.38%"
"04/18/2022","9,941.22","9,970.11","10,012.21","9,912.80","","-0.29%"
"04/15/2022","9,970.11","9,965.91","10,008.22","9,899.19","","0.04%"
"04/14/2022","9,965.91","10,092.81","10,092.81","9,965.91","","-1.26%"
"04/13/2022","10,092.81","10,101.85","10,151.04","10,047.85","","-0.09%"
"04/12/2022","10,101.85","10,166.20","10,171.79","10,084.09","","-0.63%"
"04/11/2022","10,166.20","10,093.56","10,171.65","10,090.77","","0.72%"
"04/08/2022","10,093.56","9,996.32","10,099.65","9,985.04","","0.97%"
"04/07/2022","9,996.32","10,068.76","10,071.16","9,992.82","","-0.71%"
"04/06/2022","10,067.57","10,088.33","10,091.04","10,039.53","","-0.22%"
"04/05/2022","10,089.51","10,056.80","10,105.87","10,004.15","","0.33%"
"04/04/2022","10,056.80","9,928.69","10,056.80","9,916.89","","1.29%"
"04/01/2022","9,928.69","9,948.78","9,952.13","9,901.69","","-0.20%"
"03/31/2022","9,948.78","9,845.99","9,948.78","9,820.61","","1.04%"
"03/30/2022","9,845.99","9,901.67","9,901.67","9,816.03","","-0.56%"
"03/29/2022","9,901.67","9,829.35","9,903.57","9,799.06","","0.74%"
"03/28/2022","9,829.35","9,768.66","9,829.35","9,756.28","","0.62%"
"03/25/2022","9,768.66","9,744.02","9,768.66","9,696.04","","0.26%"
"03/24/2022","9,743.47","9,723.00","9,743.47","9,680.15","","0.20%"
"03/23/2022","9,723.55","9,631.79","9,723.55","9,579.56","","0.95%"
"03/22/2022","9,631.79","9,562.94","9,631.79","9,536.07","","0.72%"
"03/21/2022","9,562.94","9,606.52","9,610.85","9,562.94","","-0.45%"
"03/18/2022","9,606.52","9,608.27","9,615.85","9,580.96","","-0.02%"
"03/17/2022","9,608.27","9,590.85","9,608.27","9,536.91","","0.18%"
"03/16/2022","9,590.85","9,480.44","9,590.85","9,480.44","","1.16%"
"03/15/2022","9,480.44","9,542.41","9,559.93","9,480.44","","-0.65%"
"03/14/2022","9,542.65","9,635.66","9,635.66","9,542.65","","-0.97%"
"03/11/2022","9,635.66","9,605.88","9,635.66","9,550.32","","0.31%"
"03/10/2022","9,605.88","9,557.26","9,639.04","9,557.26","","0.87%"
"03/09/2022","9,522.74","9,697.15","9,697.15","9,522.74","","-2.15%"
"03/08/2022","9,732.30","9,672.23","9,745.13","9,650.49","","0.62%"
"03/07/2022","9,672.23","9,682.56","9,712.27","9,573.04","","-0.11%"
"03/04/2022","9,682.56","9,745.36","9,748.50","9,648.40","","-0.64%"
"03/03/2022","9,745.36","9,680.07","9,745.36","9,660.33","","0.67%"
"03/02/2022","9,680.07","9,521.28","9,680.07","9,513.77","","1.67%"
"03/01/2022","9,521.28","9,319.40","9,534.62","9,255.23","","2.17%"
"02/28/2022","9,319.40","9,123.07","9,339.41","9,075.42","","2.15%"
"02/25/2022","9,123.07","9,072.17","9,126.16","9,054.68","","0.56%"
"02/24/2022","9,072.17","9,100.28","9,100.28","8,947.54","","-0.31%"
"02/23/2022","9,100.28","9,102.86","9,102.98","9,078.32","","-0.03%"
"02/22/2022","9,102.86","9,044.81","9,102.86","8,972.78","","0.64%"
"02/21/2022","9,044.81","9,155.31","9,155.86","9,032.96","","-1.21%"
"02/18/2022","9,155.31","9,207.52","9,207.52","9,128.63","","-0.57%"
"02/17/2022","9,207.52","9,202.21","9,248.04","9,183.60","","0.06%"
"02/16/2022","9,202.21","9,135.18","9,244.12","9,118.64","","0.73%"
"02/15/2022","9,135.18","9,105.94","9,149.03","9,070.52","","0.32%"
"02/14/2022","9,105.94","8,998.45","9,119.34","8,916.55","","1.19%"
"02/11/2022","8,998.45","8,926.99","8,998.45","8,911.80","","0.80%"
"02/10/2022","8,926.99","8,841.85","8,926.99","8,834.14","","0.96%"
"02/09/2022","8,841.85","8,779.63","8,884.22","8,766.04","","0.71%"
"02/08/2022","8,779.63","8,734.39","8,799.16","8,723.89","","0.52%"
"02/07/2022","8,734.39","8,732.92","8,736.53","8,708.11","","0.02%"
